	diff.btw	diff.btw	diff.btw	diff.win	diff.win	diff.win	effect	effect	effect	label	label	label	overlap	overlap	overlap	rab.all	rab.all	rab.all	rab.sample.C1	rab.sample.C14	rab.sample.C15	rab.sample.C16	rab.sample.C17	rab.sample.C18	rab.sample.C19	rab.sample.C20	rab.sample.C26	rab.sample.C27	rab.sample.C28	rab.sample.C29	rab.sample.C3	rab.sample.C30	rab.sample.C31	rab.sample.C32	rab.sample.C38	rab.sample.C39	rab.sample.C4	rab.sample.C40	rab.sample.C41	rab.sample.C42	rab.sample.C43	rab.sample.C5	rab.sample.C50	rab.sample.C51	rab.sample.C52	rab.sample.C53	rab.sample.C54	rab.sample.C55	rab.sample.C6	rab.sample.C62	rab.sample.C63	rab.sample.C64	rab.sample.C65	rab.sample.C66	rab.sample.C67	rab.sample.C7	rab.sample.C74	rab.sample.C75	rab.sample.C76	rab.sample.C77	rab.sample.C78	rab.sample.C79	rab.sample.C8	rab.sample.C86	rab.sample.C87	rab.sample.C88	rab.sample.C89	rab.sample.C90	rab.sample.C91	rab.win.OVA.H	rab.win.OVA.R	rab.win.OVA_t.H	rab.win.OVA_t.RT	rab.win.SH.H	rab.win.SH.R	we.eBH	we.eBH	we.eBH	we.ep	we.ep	we.ep	wi.eBH	wi.eBH	wi.eBH	wi.ep	wi.ep	wi.ep
	TempOVA	TempOVA-t	TempSH	TempOVA	TempOVA-t	TempSH	TempOVA	TempOVA-t	TempSH	TempOVA	TempOVA-t	TempSH	TempOVA	TempOVA-t	TempSH	TempOVA	TempOVA-t	TempSH	TempOVA-t	TempSH	TempSH	TempOVA	TempOVA	TempOVA-t	TempOVA-t	TempOVA-t	TempSH	TempSH	TempOVA	TempOVA	TempSH	TempOVA-t	TempOVA-t	TempOVA-t	TempSH	TempSH	TempSH	TempOVA	TempOVA	TempOVA-t	TempOVA-t	TempOVA	TempSH	TempSH	TempOVA	TempOVA	TempOVA-t	TempOVA-t	TempOVA	TempSH	TempSH	TempOVA	TempOVA	TempOVA-t	TempOVA-t	TempOVA-t	TempSH	TempSH	TempOVA	TempOVA	TempOVA-t	TempOVA-t	TempOVA-t	TempSH	TempSH	TempOVA	TempOVA	TempOVA-t	TempOVA-t	TempOVA	TempOVA	TempOVA-t	TempOVA-t	TempSH	TempSH	TempOVA	TempOVA-t	TempSH	TempOVA	TempOVA-t	TempSH	TempOVA	TempOVA-t	TempSH	TempOVA	TempOVA-t	TempSH
Angelakisella	-2.62847294530263	0.425861634139568	-1.39897235316199	3.91006659881787	4.649757703252559	6.434623864634339	-0.692539218611459	0.0749696480732634	-0.22345798266786396	Not significant	Not significant	Not significant	0.15789494052144698	0.44714039466298294	0.351562551747701	-0.0761941551517564	-0.39336150979219303	0.613834285779387	3.26083240063114	-3.6793616972254903	0.577495725411178	-1.9928788825833503	-0.237001914492485	1.72590050956435	-2.4779745839170197	-5.18670070424144	-7.0077805302113	-6.532189848707651	1.37819059702429	-8.5682392126352	0.5032582156111	1.9847429677614201	-5.22085728912129	-0.301138377297615	2.28814027201109	-7.29176653044339	2.28219981261827	0.751082796620491	0.100957769561415	-6.21043218007287	-1.3108070166739099	1.96710677749074	0.938668838641187	-7.621779654369051	0.120026350092124	-8.291971204308	-5.59589845110245	-0.590675682144079	-6.301053183105349	2.1385813603764703	-4.4717971304799	-0.39981261874574103	-0.913854698390495	-2.04524073550239	1.27083289687767	-2.4937222990859	1.10737329904094	2.48405130092577	1.2371063301628797	1.0796937908467	1.48454145192866	1.59439485280057	-0.276787970166543	1.91137586586095	0.515896803068685	1.22224189227251	-3.16576531273686	0.0963167951228119	2.31152501822248	-1.7439320073382198	0.9487913936108409	0.0963167951228119	-0.507053937275384	-1.2197629282134899	1.03901779679975	0.194592090047858	0.932812123976966	0.43613491624164	0.0400240597769961	0.762202563384917	0.292761867229663	0.120238099345322	0.95452662643297	0.543066511668144	0.0216431138306138	0.754185080592782	0.38995362276612294
Bacteria	-0.8635672023414879	-1.17164589209694	-1.643407365373	2.19849539436393	3.6301325188597406	3.88558594048671	-0.303254602140216	-0.288334053450281	-0.38215956221429104	Not significant	Not significant	Not significant	0.35742192433600106	0.35763892780062495	0.276803207172379	-2.74058301558304	-2.1249535163340902	-3.51783065904292	-6.545319352797249	-8.14149503960122	-3.82696616254601	-2.09610097161231	-4.31780198327361	-2.67550479075725	-2.89830976209615	0.573806675083821	-1.8894849008805599	-7.45005966259689	-3.85870674964405	-3.83521625544631	-1.48990194410182	-6.304937680276951	-0.826208655398923	-2.11331701305432	-7.395194232292	-6.79565155400584	-3.69413324317711	-2.40571184745977	-3.18909070654495	0.0533131276651115	-6.41697551104488	-2.11256499484351	-3.25211073656483	-3.6909003437006898	-1.77105312754898	-2.99924535033154	-0.8232080733266529	-0.831473862342913	-1.1270067484813602	-2.9962737952090603	-6.781169426488679	-1.52403388223856	-7.8534065952151595	-6.45627431158491	-1.34071685230968	-2.5301733812442904	-1.16846584506647	-2.4986270521813703	-2.74444358791408	-3.42372397505727	-4.42948912127148	-2.18806239058629	-3.40245124352	-1.61981259849073	-3.7437730099447397	-3.6519171966268904	-0.9535250841436641	-1.18140000714732	-0.379669653813936	-3.27309374612374	-2.34097620834154	-2.7997613802302794	-1.70228841917218	-4.16224073804839	-2.4366123793348797	0.58827206236609	0.7090024075364358	0.5156361728854479	0.340438213935888	0.292893072527662	0.39172052720814504	0.682564656896663	0.770108253077574	0.276478918838372	0.424420891608392	0.314963891565091	0.163158022533023
Bacteroidales	0.29227819217080997	1.40019687165854	1.75180847888403	2.55609271557808	3.64196812068532	3.78458062925666	0.0957578228143637	0.353141599072074	0.40854402389755196	Not significant	Not significant	Not significant	0.44249514515882	0.333333380428293	0.32812506195879104	-3.4431978689572995	-2.5562193374819	-3.5096111442248703	-2.3131254897266804	-3.63113220422709	-2.15153278900444	-3.9902810611510495	-2.2140892387746405	-3.20892777132148	-0.912613267962945	-0.8268108618651341	-0.9535172983804608	-3.16431518268596	-2.07895789549403	-2.41056216615475	-7.34346334802356	-3.7888830613193196	-5.7253476934276994	-2.30018936471261	-8.00913911487901	-1.3265174055231899	-6.98225937315792	-3.92698556287149	-4.48316819070469	-2.7801498061331005	-5.90179608980667	-3.0268751900694597	-3.7860152094151496	-3.58811451593161	-3.08240195252266	-3.6174519424076403	-4.92381169072206	-3.2456127714468397	-3.0071952634317003	-8.645743714535401	-2.41150923980791	-7.9827526741002	-3.4375607797707795	-1.0938326117709	-1.7989201629267901	-0.39295398741022103	-2.15223309743754	-4.05674718793062	-3.03624330286009	-7.5477312553220495	-0.0302124717111578	-2.83412740082129	-6.819755609870991	-6.616756613041541	-1.65217513308824	-8.02800882776057	-3.2234078867789306	-0.603221964949084	-8.00181853572802	-3.35380800052813	-3.5846896836292004	-1.9388715669902399	-2.99134471122927	-2.7642192773114505	-4.6120736171840795	0.7430332278381129	0.642469774257616	0.347004859494503	0.562629390626552	0.22236408719700898	0.22447425758049303	0.818656375937116	0.703086333462079	0.40477489533054906	0.6488915598290601	0.263053026694668	0.271457362082362
Bacteroides	-0.329148147649844	0.873723003709971	0.8853078688626629	1.09081419504131	1.02761071976124	1.1209919802533999	-0.303452016633653	0.749588860527625	0.747044898116398	Not significant	Not significant	Not significant	0.364522463452428	0.218370987131662	0.22222234944855898	6.10821654432704	6.88527758905597	6.30329796971467	6.709000792020791	6.50304650660481	5.765254940690559	5.65489157413522	6.323627100960981	5.913326258972321	7.041102954247941	7.24026625934538	5.62343418134409	7.220712287279639	5.90654482249838	5.432779578957231	5.17906613766116	7.32689446407794	7.70576597978297	6.6371431617648	5.09749821767529	6.29470607190324	7.1626231945932695	5.2900639190237895	4.98540316905003	6.9948599598175	6.2041590719955995	6.95609699628393	5.56174888362715	6.95103393884647	5.4249624460061	5.36860925675283	7.910323716755	6.006132750032929	6.52722639832058	4.80038480528433	7.37966141366591	6.58754111158785	5.91790613677256	7.0223142869995705	5.16810902759262	7.3188441794132695	6.365695722565	4.5791964975367	6.6245292021952	6.259463984227389	7.84921206460096	5.635637714162789	6.13888685137751	6.43217538056033	6.58856235818293	7.50412183352342	6.536374709976809	7.17010525672138	5.2606397331010895	6.055277898474291	6.254157640338921	7.1724953867725505	6.200043312050919	6.775986498285309	5.60366047690792	0.628255579888728	0.31366651416738695	0.17036590669498	0.375740277901165	0.0335541201698725	0.0803736306816185	0.699657612343889	0.377054637178474	0.15487090823743	0.42808614996114996	0.0522505020134664	0.0710603632478632
Bacteroidia	-0.6851120376971391	1.34565490756843	-0.579282076062442	4.38912434121406	3.9886146437254704	4.400975872438059	-0.137745394406345	0.31735769657355	-0.11793319832750099	Not significant	Not significant	Not significant	0.42495129136865994	0.338541711941726	0.44639377935518804	-6.40335174925602	-5.04315530489325	-5.75649116376297	-2.6885544417511804	-7.526512131800179	-8.15890314913879	-4.1262218960137895	-7.631275579568269	-3.46411471999606	-6.08369757545602	-5.62682515575773	-6.90347881813686	-7.209511369803799	-7.80167818307983	-9.074824515936971	-2.6896618767544003	-6.362411054309519	-4.41839556783637	-6.081693433233349	-8.00353736067956	-7.018234206411081	-6.801514535946901	-7.6205433578979	-8.37707582768599	-5.48861538498775	-6.028683990562611	-7.73195956927358	-8.26722730870723	-4.07626946497648	-4.03176085463428	-4.26275892971552	-2.2192132850500403	-6.31858352026515	-6.63713839770069	-2.59471632090386	-6.60549525769241	-7.235534565993509	-4.2846501927968	-6.63182963327822	-6.6240594954307195	-3.34830786421467	-7.010283848646389	-5.09299166656345	-4.10325612207231	-7.27612337744249	-4.4464551445078495	-7.95123832105374	-6.687281382184	-3.7433822527217204	-4.30300615259588	-8.00917656934996	-7.9910727655125	-6.497490805725301	-3.4381292539925403	-6.7590307906563405	-6.104797818277071	-4.16183456065588	-5.90829792564213	-5.786670076031541	-5.694526017482151	0.731382741388251	0.7072355494078728	0.6852093958470279	0.5621464769256421	0.401103255475092	0.579263255991885	0.776219827031818	0.683682081776799	0.715770511338775	0.593910256410256	0.320102425631644	0.6179390054390049
Bifidobacterium	-2.50949782283879	0.806195736527995	1.9853320993326298	2.23340560569519	1.79327112247967	1.62879382124958	-1.2134101116826599	0.24843621654330603	1.03529459286669	Significant	Not significant	Significant	0.0545815799777585	0.313691561951268	0.159844255094111	1.7875760829698601	3.06394296277251	-0.275533635550811	3.21361874647075	-1.8155790301779802	1.1332575309452901	1.80756776380045	1.3463922115204998	3.11993851514104	3.5297492833199198	2.99394530775576	-0.981300876366869	0.48194905034239705	3.4706780600359397	0.9688735420309008	-0.991154300883612	4.07330226374596	5.3711566425431005	2.68943687032087	-1.67034204881566	1.81564380265506	0.611962728786837	1.8129638375957098	1.1037863373719898	3.0562639700697596	2.9369070509536703	3.7568373265733097	-0.00609329300620498	-0.39464589837887804	2.4084218312878303	-1.67596873758912	4.8804414099579505	3.2474441725620498	2.4730187994172703	-1.4988431085559601	2.6852105242443103	1.9575090101943	-1.8957656676534	3.3879869022148696	1.14730991923069	2.2030246340362	-0.0162942414674214	-2.9836838283225093	4.4114361899336	1.08741384546528	4.24756853317988	-7.75071437574646	2.18759820720585	-1.76468116861575	1.7624235303783602	3.50821046728771	-2.5652672931038	2.47852012209882	1.5744344878453702	0.968109104880493	2.9984394485399597	3.2574736502349104	2.7477544154584104	0.9502928010220991	-1.2143114802954098	0.0543212843545445	0.6849487357727061	0.0963580907712347	0.0038722272592930703	0.19558785016455602	0.0335402120653035	0.0276159610416239	0.624869748316477	0.069160201733432	0.00176160644910645	0.168774288791704	0.0224917443667444
Bilophila	-0.24823921102838603	0.024613895408490002	-0.842337440977936	2.0954246094737603	4.52287915943045	1.6462581798336398	-0.0710004762719563	0.005199835861486471	-0.464279993595074	Not significant	Not significant	Not significant	0.44249514515882	0.49652777864994896	0.314453193403536	-1.70884398053433	-0.11611405600971	0.313347711306068	0.39892220767122	1.02658533017278	1.28146780151815	-1.77369138277231	-0.503334901784091	1.37633621153646	0.0608061455655653	-5.18998672806811	1.26099270396135	-1.83675794531122	-1.46548198583457	-2.5498458487804196	1.8862594816876102	0.52268493482654	-4.75271448066566	-5.7455429067498605	1.01570478111747	0.360405780899567	-0.789347844759535	-1.10605956204356	-2.07374125736363	0.17622477425726504	-0.817898376514064	-8.016267849956	0.23045406346891797	-2.28199884678009	-1.56421340693917	-3.13027391849011	-0.27683689771262104	0.488768055823813	-0.979420990895011	0.7215870077662809	-0.16816043298544697	0.10028808157580599	-2.10471158985432	-0.33390126574385104	0.46702056285536797	-7.2458190579758	-0.601395169927684	1.5263690403771102	-7.49441255788834	-1.19712641391656	-4.6100567962018895	0.9896886668381241	-0.188945777034469	-0.442970587596974	-0.317885980647283	-0.41486960894449504	-2.11607986662345	-1.14467058934994	0.8571358645834201	-1.9340546246636798	-1.46548198583457	-0.163330382076586	-0.0700843860282188	-0.233838092511625	0.810139640861774	0.723646339542073	0.9255847572099041	0.26973815868316103	0.5211626606844221	0.7381301997804871	0.15404233067400197	0.853485401684327	0.962885048256467	0.36674257395493604	0.7082386363636359	0.8227417174543721	0.232505341880342
Butyricicoccus	0.0926317120016469	-0.071633191514981	-1.77561197453061	1.6672978075645102	6.071095469963219	1.14633947287389	0.0636669773030161	-0.0117118277950633	-1.54125428276353	Not significant	Not significant	Significant	0.47563353599918895	0.489583335950857	0.060429462762738	1.1448591140062299	0.30285900390667403	1.60495468633683	-6.752687909991191	2.7181491554885	1.6342921096436998	-1.44552474776979	0.568767030133681	3.24182074606158	-6.102375672850781	-5.49325945845126	3.0250053742624505	0.700188832312109	0.274867288559453	0.142384783349711	2.94574635033972	0.0230135162575307	-4.569583291457151	1.73079190297286	4.273806561173799	0.7766231155189541	1.51364236996695	2.7330641365782005	1.3662583662362502	-6.0856154635583	-1.1292605934309299	2.18326398565207	3.49198086875584	1.29442671820655	1.2099412066616102	1.65746437722735	-5.68422292798303	0.418193547164519	0.19020932918312602	3.19401828912856	0.5552512717891689	2.7416539316571003	1.88534918565641	-0.075534143801212	0.21557585909805	1.06679085831236	1.50512242036119	1.56498447895073	0.41894363313513794	1.0711085704034	1.61592785666285	2.24710131468524	1.29560781041548	1.50552149983338	0.38094185991402396	-0.0598203427165265	1.92861909494497	1.8639436177709099	2.484279968445	1.26587931206225	0.8511621161417701	0.29048977476155197	0.316277762990159	1.1284834712852099	2.9834267377756696	0.924170704744141	0.9348256851141441	0.0130307823040129	0.84802779649139	0.7682578165940841	0.00101500463612742	0.947729621605478	0.974364774415867	0.0197511962519758	0.886899038461539	0.8717893464894241	0.0028469794094794104
Butyrivibrio	-4.13053741938552	-0.0135660951177119	-2.9799281954996197	4.12145128901704	5.34401794880649	2.29325884986887	-0.82848815193246	-0.0018794130144438698	-1.11333344990326	Not significant	Not significant	Significant	0.18750016302049	0.498263889324959	0.0410165522939441	-1.07492971851926	-3.01014312118784	0.114872023575634	0.404958911975514	2.34101124584753	-0.7184100337900121	-1.397646960352	-0.5490800366812739	-1.5606150004869899	1.00073899488518	-5.89515671253155	1.7101473211616698	-1.01746805820201	-0.0815502382260576	-8.844245964989518	1.6457109639721499	-6.556812579624361	-4.73784920008888	-6.04529378200511	1.5391877255237498	-0.854670440199848	-6.92361501802724	-0.446994829568458	-4.1854057614889	-0.6478341820413579	-6.005270968063459	0.139409861509233	2.09869829694295	1.02255936218758	-0.04807841268664599	0.311730358584734	-4.98650713110658	-6.12348329850808	-6.9676061919003	0.11683434139204901	-7.018099216481191	-0.7921211099179241	-1.9946065202968202	-6.108494143519441	-0.0463339790694812	-6.05061967360546	0.634987132947368	-2.98641158770751	-0.143354328072824	-7.65017790298314	-5.0910733764889695	-2.6572303079387503	-1.85511799853879	0.143782006883009	-1.40357132080516	-1.9475454225202098	-7.73785954665413	0.606875241177018	-0.8814083947637859	-4.77649512317949	-0.38554409922918104	-3.24217111141518	-2.9285166012408195	-1.3209534055563898	1.5457903980447798	0.14586242572720903	0.9013049561213531	0.0572624597111037	0.022983275651819	0.671739701916128	0.0153973777616324	0.16938428284178303	0.9580416613655379	0.0127319197249267	0.0368128399378399	0.7740893732815171	0.0011011557886557901
CAG.873	0.30975533581475395	0.05331155305821599	-0.290251261041795	4.45389726045031	4.83594337112998	4.75118929762171	0.0571196896230827	0.0109241127347897	-0.0466157339966025	Not significant	Not significant	Not significant	0.46875000997305105	0.490467939995094	0.47563353599918895	-5.659540942153111	-5.473428651864671	-6.16848924714855	-7.02824966220233	-7.86342570099078	-7.92409098248524	-7.336004743021459	-7.78706181867449	-7.76267676780864	-5.919369188374731	-5.79542361142539	-2.52297385802905	-6.97015506836749	-2.96915301739583	-2.8310246918650903	-7.380591997143379	-6.023553795239709	-4.283021508153509	-2.25912218693717	-7.855665163340911	-6.79579824977851	-6.781511625921071	-7.726660532308821	-8.49301770726887	-0.742726448424545	-5.429668378979111	-7.609596244075299	-7.31530251840392	-3.6139261982754802	-7.1564129252139494	-8.24516069175238	-2.43695832545708	-6.72509590192231	-6.89401722548234	-4.80092177560186	-2.44707218384207	-7.40473193012917	-4.92240679780417	-5.79413459331862	-7.05726964364607	-6.07766836374645	-7.1522378365186	-8.70464675066265	-3.6371161666406695	-3.50642073681826	-5.151230805339071	-2.88310987347359	-7.142105591833481	-2.79986861088255	-7.50203716821867	-4.1929910277972295	-4.99709529251108	-6.838346940577379	-7.3728886397471705	-5.5475892572712695	-5.779100208168121	-5.50721008510141	-5.43457545201242	-6.58731534309062	-5.78410545508111	0.785414719449876	0.8521283889493091	0.7035154861547321	0.624210976377684	0.563520189473071	0.595007314729532	0.863194472412482	0.890111078146468	0.7395696334220659	0.7288692210567209	0.620005236636429	0.641172542735043
Caldicoprobacter	4.555143969267871	0.395072943812989	5.313536061795389	4.44095387573637	4.9690822124775496	4.832479604264099	0.874913839808805	0.0700106811124591	1.02775142522458	Not significant	Not significant	Significant	0.136452485954291	0.45486112254195293	0.14424974081230202	-3.03628469863706	-6.09941256202229	-4.9696835810732995	-0.6901571057820369	-7.286250863514661	-7.62794056351798	-7.59996836826722	-0.628350438437637	-7.29218574444429	-6.0226442922349595	-6.29531879148957	-7.31636089919553	-0.9054496948505871	-7.34277455903267	-2.55172681363524	-7.38783709056355	-6.549246279366879	-5.41661816891214	-6.04967025629166	-7.853383453592699	-0.7227781268433701	-0.363028695302154	-3.20403210785761	-1.7026411330308202	-5.2802785989822105	-6.41049858120313	-6.9023757268007095	-7.65335914180987	-7.3595605505945505	-7.951445449550611	-2.8362489645741005	-5.573866775093651	-0.9553559572781891	0.259000652800748	-2.7245263416812904	-0.0835418594770445	-7.92133719869346	-1.5750636820255102	-6.58445995171562	-6.78816008013062	-6.42219129676368	-6.739680741438231	-0.69208960683762	-1.54713532489509	-0.669506250580415	-5.34093152435867	-8.00784003484676	-6.981080110668089	-7.11242377484337	-0.813392365372946	-7.82488167606408	-7.722425855241929	-6.9301522881243	-7.62195289555764	-1.66592055100249	-6.45278290493607	-5.8875700148494	-6.24144898124239	-0.8000490766607271	-6.889319139480291	0.15796539751298	0.866697373736821	0.10886517457733301	0.0369086383912763	0.595821494629585	0.0541605044988986	0.102370777057317	0.90308177961526	0.0690944884076892	0.0175335081585082	0.629324115319665	0.0245726495726496
Candidatus_Arthromitus		-0.926584250209548	-1.5016976180058899		5.640368439529411	5.286738890666499		-0.14366587979596102	-0.265314544521465		Not significant	Not significant		0.436741783855609	0.38085941515356303		-4.63031735373508	-6.91684917534224	-6.6403265582227196	-1.32316266992849	-7.825810954819549			-6.97740257932536	-6.4084294176349195	2.2195803095395403	-6.97486182198442	-6.504579434859691			-7.2002123277354695	-5.85560748167746	-4.6023350386397	-1.6406433272619099	-8.05484689687758	-6.41126341383968	-6.90896826721707			-5.6829405304215	-5.27267582157633		-7.4804684854293	-7.24172880743045			-5.93746122962517	-6.63266136244411		-1.65007731826148	-6.83102852792845			-6.277425486312669	-6.8198141492435	-1.4913912200778099	-7.6374057074788	-8.90207283134189			-4.4498505117434	-2.66812302717462	-3.47135137268332	-7.21653580034199	-7.96521955164886			0.419191839961496	-7.74743571668949			-4.999802551860269	-4.2870704107824205	-7.294293566115531	-6.34754637009115		0.8605274423313449	0.524439617314303		0.584794084518764	0.41228620534592203		0.902146629160981	0.564930235609788		0.628942700101756	0.45370775058275103
Candidatus_Stoquefichus	0.633988070550352	-0.4409971988796789	-1.16794019752059	5.56293977204963	4.56413961765109	5.8117668245762895	0.0965527902532909	-0.0863234356707277	-0.17781705660086397	Not significant	Not significant	Not significant	0.45224173066165	0.440972237257974	0.41715402307532706	-6.51710103487954	-3.5835316086608193	-4.8914726607865	-7.47524973407341	-0.420644944087068	-5.77657096479064	-7.96988315493227	-7.1722111148969505	-1.5403414345759	-0.9303234919164971	-2.1804371992363603	-7.1741529726865005	-2.80318095661989	-7.18840382408918	-2.8892247123394705	-3.18812109221415	-2.20178223809988	-5.03777809786021	-6.120643280200929	-1.5442984404373703	-7.048838188527499	-0.0501326345806676	-8.21946406345737	-8.717840767555879	-1.07336382049839	-2.78021345326659	-0.6405087665366489	0.64914043196285	-7.770936009143809	-8.001145104158901	-7.917380280123051	-5.8538027123553205	-6.262043476296211	-3.0264348317577796	-8.188433563533941	-6.4034050316677495	-7.531333898201231	-8.24589348197795	-3.6386933739834397	-2.45477321155289	-7.2869626176271	-7.27400518339893	-4.27412000555616	-4.96466801845227	-1.2669435150811001	-4.53383823911349	-3.56725501174469	-1.9683051849575002	-6.77713994493101	-7.32024657781883	-7.5684330362133805	-8.34846562806624	-6.5337608971458305	-7.7959520274293395	-6.2053017526659	-6.65453040598278	-4.16304239825343	-3.2385929291981803	-5.324992044364651	-3.96046325112044	0.7714447929575341	0.86145910105282	0.6750434275993531	0.602383672478902	0.59296085409389	0.562032913114209	0.8169499070415022	0.906748303446725	0.7190013657974641	0.646227904040404	0.647740296661543	0.6138293997669
Christensenellaceae	1.78603493947733	0.29312035648284396	2.14096043924834	1.26607788301003	1.6528662803943102	1.87007345185617	1.3375712480583302	0.17169090789057698	0.9690953972980749	Significant	Not significant	Significant	0.0820316911087102	0.444444458572938	0.167641514090595	0.535134255115158	0.9170929414094159	-0.116764075548459	1.1760613926598602	0.008944263203884079	-0.10497230727480698	0.405542181944058	1.9944937011884498	-1.0204158540105	1.3256734563543602	2.7717025439722502	-0.146673317662636	3.4955607708868395	0.592025747123708	2.5483690049236096	-2.12669671130784	0.747154354992939	1.8047868855664098	0.9997538526481271	-0.4564588281431	2.1764575867828797	0.9736258108496529	-1.3614087429930901	0.33941448246706	1.9775850097494798	1.18729842528301	0.47292744360153705	-0.4886341109592321	2.45281955310433	-0.455167490425787	2.1911988429856204	2.1747318383959198	-0.264837254438605	3.0265529821183503	-0.0603289855935349	3.0381751036359104	-0.8026511153155409	1.52161425082232	0.07327806434348799	-0.42541217490585	0.816788342196125	-1.04665408124662	-0.677332794243651	-0.143866626292754	1.4370007317204698	2.22814124226364	-0.443934366633664	0.9513218291939171	-0.38064961766653704	-0.33592952748994204	0.43263009300136795	0.418397395378802	0.11991620239284198	-0.19810211520138502	1.77156668456994	0.0735127450358304	0.9269210759172541	0.89618712649086	1.65566177907565	-0.406877286610419	0.0345205712524436	0.9206211093721139	0.0546377220091183	0.0016694170120231599	0.743575157631917	0.0135317891406106	0.04425291076502	0.95284067789101	0.0968676705481904	0.0046013014763014795	0.7539768667864641	0.0399596930846931
Christensenellaceae_R.7_group	0.5313168857293851	-0.0206721555063796	0.139164482962353	0.949735344642504	1.60316601550105	1.3209807228311299	0.54472615442701	-0.0121054484410121	0.0990497767373761	Not significant	Not significant	Not significant	0.304093640536235	0.49479166797500296	0.456140364873171	0.484810776852701	1.9424068750176497	0.7117370195613358	0.39336794005522496	-0.139659203559599	0.930405479856494	0.66018819172805	1.4440702878036897	0.712248085398036	3.12660292491935	1.48578396614362	1.16243043784371	0.586468164193557	0.475667147250496	1.07813432216767	1.09728261871387	3.19512158417516	3.5479587675472097	1.6747504327276101	0.31802512945909495	1.77113202018176	1.3005786058908402	-0.321321121442997	1.12947517374982	2.7029454375460897	2.2280607615186203	1.56979742676483	1.9861370125741002	-0.982165585715782	0.19015962968072797	0.8425603158519991	2.4000109943933903	0.5311929819777489	1.35124984342902	0.16524147926734303	2.55678552034672	-0.257679907930031	0.21768591548235602	2.90937068001948	2.74593805964781	0.934352218047293	0.166621716152002	0.21025750375060398	0.363681285155004	0.19446002369336501	2.6574491962879	0.628971214974216	1.74106593088128	0.8675897926276529	0.225946637640343	-0.18081722902802103	-0.067616419934807	1.29974911024829	1.7502367412526203	0.931779556091012	0.25603390762333	2.2683429812542597	1.86175125010277	0.7684110076865359	0.620618724876845	0.453681640613411	0.948236592771009	0.862425176588933	0.199080239904405	0.841946264094965	0.7834634350108921	0.494849905043683	0.9787621090019859	0.863834234575399	0.21597586441336397	0.894408875760462	0.7895262723387719
Clostridiales	0.207748803049784	0.492478804886988	0.252353450998643	1.39700283717403	3.5699370426595896	0.822950584610289	0.13682323961791198	0.137498954892005	0.277291125882216	Not significant	Not significant	Not significant	0.44140626888578205	0.410745257044904	0.36257314648790395	0.330136077445542	0.210338072954969	0.969484097745239	0.5709019605825401	0.7172193016006858	1.7845630163095099	1.26688780582007	-1.28886838611146	0.00490298347059515	1.98232490470144	-1.1106000078928602	0.8433423513351519	1.75097492264049	-0.9769489069752951	-0.18821151850046303	0.328037923585197	4.2433025915685	-4.14677941630046	-1.1380529900843401	0.968446035925934	1.03080996898876	0.53310750299323	-0.6165205455986589	0.680585092084622	-0.7758423485386979	4.4159842570462695	0.771653184856706	1.49085797919599	0.7308287314111149	0.24323528314698398	0.412990821240842	-1.1455201884903798	0.37124363863815396	1.4423017452389	1.5212283134748101	1.36093047737465	1.26103456692648	-0.592186205000719	0.152253962424155	-0.4423502472199579	0.0162383742918042	-0.190132507388071	0.8671565661250691	-1.0469388093597198	0.705269723231929	1.82446365086808	-0.249035013040906	1.3968102847345099	1.01290317301172	1.01738408112829	-0.0288587101521944	0.932218251406839	6.3794461457291405	0.514469688337124	0.49787023296472793	0.10855418050640801	0.30099503365034197	0.073734352890094	1.05529115699849	0.872753583432444	0.85010269899074	0.7909438517849929	0.503553100553557	0.721421741601308	0.346093478689251	0.36642440936034204	0.8825700406868491	0.897328780560892	0.586411577992467	0.758301767676768	0.534710476249757	0.463048756798757
Clostridiales_vadinBB60_group	-0.730542915693093	0.671980980025427	0.0682731737585849	1.01716413882775	1.17921340829302	1.53352763818748	-0.776857829108621	0.550379944065281	0.0373796214777517	Not significant	Not significant	Not significant	0.159844255094111	0.292894343337907	0.48538012159245403	2.80358532356409	2.67226098333952	2.8646582515352796	2.7691231672489	3.2397442272882797	0.903009829477366	2.99332936920768	2.8864208897164203	2.0054854919155	2.6695656039586	2.18549026835671	1.9966344633725401	2.90291414944812	3.37810300040246	1.3141522757798703	2.62405925356294	4.0118494136241205	2.17626258553212	1.9298082968951202	2.45122975819414	2.93396425539155	4.83798843798217	1.57671587083348	1.71345252746282	3.05711845825782	2.90392970595241	3.41453989686053	2.8273562485357404	2.06911019240055	3.3539903553216703	2.6887996026173697	2.59254070375095	3.79131094744663	3.0077556108287697	3.74786508337663	4.05754822684648	3.23887098191545	2.0353387553515803	1.78444169142759	2.46059471510059	4.17062742005164	2.81526755799671	1.61168184624911	2.51561655073817	1.2775806143246597	4.4437348352168495	1.9657570802626898	2.07194593415634	3.40423507443673	4.57709121183901	3.2841783518351604	2.65838287965564	3.8614965617746	2.8362422468141	2.36494926141791	3.2102458273330297	3.09673915203431	2.4269642772654705	2.9080385458246805	2.8332842598088397	0.207528203102113	0.5068892777178929	0.9039861926951469	0.0454933078922659	0.10959330062077198	0.84841683079365	0.151785997524838	0.5776080676701401	0.9288837395013471	0.0320391414141414	0.153791690121025	0.885654623154623
