	Cecum	Cecum	Cecum	Cecum	Cecum	Cecum	Feces	Feces	Feces	Feces	Feces	Feces
	Abundance	Pvalue	Statistic	log2FC	median_diff	pBH	Abundance	Pvalue	Statistic	log2FC	median_diff	pBH
KO												
K00054	0.0	0.2117386811212886	-1.3742766841687697	0.0	0.0	0.3212051225696376	0.0	0.35243516962016497	-0.9959767765777234	0.0	0.0	0.4607946386590119
K00057	0.88076271244981	0.011089052536652926	3.1350480710732644	-0.11419483721256318	-0.06863555558273404	0.041350430247367766	0.8629484376170915	0.00012152944231705064	6.163443852262554	-0.2500096777473112	-0.14317823700731425	0.0008054532904429479
K00058	0.0717157480550754	0.13938044837909092	-1.6525338699254275	0.17336827552354528	0.008984636051511785	0.23980104048480366	0.07787069858116902	0.13834993203224452	-1.6360752441954147	0.26827209337705726	0.014847066444648227	0.22106539347863968
K00059	1.0	0.21173868112128988	1.3742766841687657	-3.203426503814917e-16	-2.220446049250313e-16	0.3212051225696376	1.0	0.352435169620171	0.9959767765777102	3.203426503814917e-16	2.220446049250313e-16	0.4607946386590119
K00060	0.12602971681606107	4.462897704033705e-07	9.043092237742838	-2.6366061286663447	-0.17280364434686618	2.8854876432131776e-05	0.09005307514785996	2.0816177855781886e-05	9.078333083320185	-3.109516432919207	-0.21767720591653214	0.00022603227086797123
K00065	0.05240292309470902	0.0018079298664985047	-4.301586943083644	1.1632521276721004	0.045905149720849796	0.011350512416398794	0.05201501615833812	0.0005550654998808875	-5.36401405650314	1.0330894671992552	0.0456758798641667	0.0025865602848700467
K00066	0.0073629745323277205	0.006784667111756492	-3.675851655654914	1.6277909689898609	0.007790577295098465	0.029269878752107233	0.008457196634465897	0.0012675494976926857	-5.028088040978216	2.652118274004299	0.016076933957383605	0.005083447637088088
K00067	0.7665545222450227	0.04257389007880021	2.35349475781409	-0.10792734008433508	-0.05666288275599951	0.10956921381016332	0.7517943584907008	0.0020787135992126385	4.0945036408302125	-0.1608244648197703	-0.08321674858126094	0.007759781684412152
K00068	0.05435331997915215	0.000445903654724924	-4.836695916886256	0.9544594829827457	0.03537129719623164	0.004161365729095034	0.038162641336362726	0.7466594686101962	-0.33077149962505814	0.028260373778494774	0.0007471934280541964	0.8024323514195478
K00073	0.002102738854178724	0.08641341111285988	-1.9394145222974657	1.7835873471443024	0.0031306814002938794	0.1673502571916462	0.0023218591863072013	0.08815014615610281	-1.9122274007875681	1.6232437663998631	0.0028008330017106836	0.15272576752484848
K00074	0.37703651802980176	0.007657617964038584	-3.2419543618593516	0.3095825652286712	0.08127925654730317	0.03182090457042318	0.3963353412646624	0.00018769012548994118	-5.021041942850535	0.4112839161924211	0.10996712240387246	0.001094753383981025
K00075	0.9430798618671179	0.8195068496527629	0.23271241481596344	-0.03102327251414392	-0.02045394656513344	0.8632572153297713	0.972840356056831	0.5956301729579765	0.5440425167352488	-0.03142166150859775	-0.021133472986948454	0.6785585573157019
K00076	0.035747470970968864	0.07943195305110094	1.898360653692156	-0.7262672425448145	-0.01763298514228188	0.157060387920559	0.03072345355995445	0.3031011184206203	1.0700520503076203	-0.511708974056913	-0.01101013983884068	0.41797450555367494
K00077	0.1788091636374049	0.4784645447783783	-0.7307076208476295	-0.024532362869373436	-0.003049497185889677	0.569899300834681	0.1779066337592915	0.643801974660204	0.47273751884525733	-0.10354689487774493	-0.012620153485130459	0.7148817694101867
K00087	0.030882710096188117	0.3556743565091143	-0.9618584999861118	0.1758015449600645	0.0037144749055900636	0.46842598452627227	0.03654770705101967	0.11196369435144993	-1.75891544436061	0.4318471469350511	0.01230319182569476	0.18595990216236488
K00088	0.8682826240822712	0.49305563878550507	-0.7122369946362794	0.01885920437438407	0.011350219743483825	0.5830551783309414	0.8636470411233432	0.4943534985627086	-0.7066905172861466	0.005823854573063447	0.0034921324858261382	0.5861959582888162
K00091	0.0015248796763223564	0.26221465705486524	1.1926388249201496	-0.9836749763540915	-0.0012111777526287565	0.37679034990031196	0.0008128214907366906	0.6531915001268599	0.4591302885361442	-0.8027782510044386	-0.0005684643873570849	0.7222126961056827
K00096	0.17197465587314095	0.005043315219635559	-3.8576779340067477	0.6223301016183855	0.08300557869679989	0.02401097045426012	0.1856987489046037	1.1791800330116573e-05	-8.496502791137678	0.8352692108716562	0.11511621342307485	0.00017621574365274688
K00097	0.12782942191461338	0.4391249274714809	-0.7963529794515751	0.1999424998458168	0.017655353360554432	0.5384007740089665	0.11220944650354608	0.09160572227041042	-1.821592103581678	0.431992346948177	0.03257966905272752	0.15758098492934416
K00099	0.9304785575026506	0.11892748609559015	1.7441774256441165	-0.03323567316378076	-0.021374241068121913	0.21244521960065846	0.9475994546770898	0.39707883840059743	0.889944187541059	-0.018869930323801548	-0.01237555335385232	0.4982242837926101
K00100	0.11059891609445971	0.00013331200041207837	-6.80766926440868	0.7780585988625415	0.06740598186912694	0.0016369027667338615	0.12191014174894438	8.708242380112495e-05	-7.550416201525584	0.9220264999026848	0.08491962522647079	0.0006277570133304477
K00104	0.02889329126006979	0.037389961949853494	2.360127669132496	-1.1007816206334393	-0.01968377303666047	0.10254768753998739	0.03199110498808383	0.055797220724219956	2.1219861638522395	-0.5156152356867754	-0.00978288585144202	0.1065051427090832
K00111	0.4011067018242236	0.0037961629476434937	3.46568970695318	-0.29382158772031897	-0.08208661500502323	0.019830787682621764	0.3969209687718087	0.00013333024012395064	5.288821271733795	-0.3607619717272037	-0.10100514644076741	0.0008670231999020746
K00112	0.02873181357025155	0.9243350856134829	-0.0968933410920112	0.3964597696063974	0.006903672238208921	0.9437401095870362	0.02086571759709533	0.4127858246335667	-0.8442214543856452	0.8074517308076796	0.010579184029669486	0.5120237284809683
K00113	0.02873181357025155	0.9243350856134829	-0.0968933410920112	0.3964597696063974	0.006903672238208921	0.9437401095870362	0.02086571759709533	0.4127858246335667	-0.8442214543856452	0.8074517308076796	0.010579184029669486	0.5120237284809683
K00123	0.0073248457770541085	0.2747672347070312	-1.138276544115251	1.3638602590902913	0.006897929310133251	0.38963912174266063	0.00624939059324184	0.2898448939485909	-1.1012013951133395	1.5147829268695645	0.006055539817837861	0.4017801761559552
K00124	0.0	0.04918397955567714	2.3758128612240923	-7.468532167635132	-0.0017711372049126074	0.10956921381016332	0.0	0.04311646025085576	2.4654983621299063	-5.908488954935338	-0.0006006651073241363	0.08590948485066645
K00127	0.0	0.04918397955567714	2.3758128612240923	-7.468532167635132	-0.0017711372049126074	0.10956921381016332	0.0	0.04311646025085576	2.4654983621299063	-5.908488954935338	-0.0006006651073241363	0.08590948485066645
K00130	0.003924233360489125	0.13179139569308618	1.6015606019480584	-1.4083612212063104	-0.0027113913481736276	0.22914183752680087	0.0014437537480828494	0.07414217060066032	1.9469284467394765	-1.5433994854152342	-0.001599366265472732	0.1336739924623858
K00132	0.0	0.19018606548283615	-1.450475107565328	0.0	0.0	0.3020392164876826	0.0	0.3534567816473606	-0.9937202288472352	-2.962453517258087	-7.794483992114578e-05	0.46160600114536166
K00133	0.9220505439143374	0.03351916247313954	2.3662798941332186	-0.07277638683420838	-0.04619707600084577	0.09494804595549698	0.9127921397089651	0.0007610359692768356	4.3020920859999086	-0.08433815396772025	-0.05329024622472889	0.0033054807571231614
K00134	0.9890840765559158	0.013880452646620639	3.01418336180073	-0.011227038904100812	-0.0076943715970068105	0.04910778994752158	0.9914993776101194	0.06652000629199659	2.11701291415627	-0.009945541961606248	-0.006836819266164751	0.12257507175494421
K00140	0.016412032760171648	0.9416876638312617	-0.07448930286919754	0.1320943642146073	0.0015481023691723411	0.957489251654655	0.01856343146362178	0.5819330587122589	-0.5643009975098369	-0.08757260424603164	-0.001161715136236672	0.6664725876396119
K00145	0.7049298391311942	0.10202153645125485	1.810686307610297	-0.057307913931818	-0.02760765077007432	0.18949992757729048	0.696988230348556	0.0004586742083352176	4.70393804705279	-0.10422926233515845	-0.050434016202218546	0.002218210141990905
K00147	0.5627907736550795	4.228697191962258e-05	-5.851629760354523	0.2995555405167075	0.12343843470185167	0.0006823220282170876	0.6134456631807168	1.4973944192840623e-06	-8.73949611655333	0.43400612690703355	0.17765650881628448	5.330415391533883e-05
K00150	5.624613307835087e-05	0.03257388805145983	-2.657652940448232	9.47471689995223	0.007114984975097098	0.09287996320535986	7.882784041807366e-05	0.05841305784722012	-2.258991906712596	7.745850933082814	0.002146512751607478	0.11100731356436493
K00154	0.0	0.04918397955567714	2.3758128612240923	-7.468532167635132	-0.0017711372049126074	0.10956921381016332	0.0	0.04311646025085576	2.4654983621299063	-5.908488954935338	-0.0006006651073241363	0.08590948485066645
K00156	0.0022355437770010494	0.6009320174259254	0.536464094857447	-2.6311284579056142	-0.003484572071255017	0.6845091423768461	0.0019158281926902148	0.09174448941965055	1.941886490092837	-1.7780228991435987	-0.0018572334971696902	0.15758098492934416
K00158	0.0	0.2117386811212886	-1.3742766841687697	0.0	0.0	0.3212051225696376	0.0	0.35243516962016497	-0.9959767765777234	0.0	0.0	0.4607946386590119
K00161	0.06315216272504535	0.00047153541735756456	-5.283358130335832	0.7355305769369127	0.0322215461625885	0.004367360469338194	0.054401026783034205	0.003782503387690202	-3.638854000227587	0.6637888412488766	0.027415745465500997	0.012742423607506602
K00162	0.04397235375331476	0.010534663472755368	-2.9729911155396307	0.4350941542903817	0.012390799869552778	0.039798898218188494	0.029492379365936072	0.16694719973421984	1.4584238185786094	-0.5950917635295809	-0.011798710620073115	0.2582744985135579
K00164	0.002603650596054519	0.004896572907720738	3.9034611550514953	-4.479539609580742	-0.009589480748894767	0.02359013771607975	0.0022328469614419353	0.028513959120786605	2.7222076888265243	-3.5745328856266783	-0.004135929820444635	0.06771632536473274
K00169	0.5216655755050077	0.00025758903201630054	5.04799624998311	-0.3208805657370336	-0.10863802073084072	0.0026787804286043542	0.5225144378609651	0.00014020128818392687	5.281968714574642	-0.3363871306904186	-0.12420486569852196	0.0008981726309816318
K00170	0.4823364294050542	1.3617081721846247e-05	6.889635188042353	-0.49493280139336104	-0.150998976792024	0.00028670599503375054	0.4824375901273921	1.820558578989751e-06	7.890200758019573	-0.5675991294346551	-0.18417932778984508	6.0278870806704714e-05
K00171	0.4681612822230755	5.061087082315535e-05	6.068481678870693	-0.41804175223312723	-0.12427846592173031	0.0007872042205061056	0.46415458255645914	1.0064669221516648e-05	6.840792220164665	-0.5103625033092577	-0.15868326159307766	0.00016239861131727562
K00172	0.5216655755050077	0.00025758903201630054	5.04799624998311	-0.3208805657370336	-0.10863802073084072	0.0026787804286043542	0.5225144378609651	0.00014020128818392687	5.281968714574642	-0.3363871306904186	-0.12420486569852196	0.0008981726309816318
K00174	0.3052920827587181	0.025889011419083913	-2.533480084724267	0.3769486767092656	0.08433172054061322	0.0786558092674029	0.32117887307760734	0.000633091687991535	-4.621007904724404	0.7875304648881041	0.18679955472725768	0.002864085477661367
K00175	0.2045289728772217	0.0023596762201863694	-3.7081121544565896	0.5053701547749321	0.06808068862612968	0.013975921077707605	0.21846167849839215	5.801028182606092e-05	-5.768237799263292	0.9174548528725779	0.130311985315119	0.00045628588415806
K00176	0.2854428686535818	0.024012631852879947	-2.558312073674279	0.39173082524639624	0.08215747724225064	0.07524103247549406	0.3045236765470253	0.0006113125123791487	-4.5780779744357485	0.8802663495223646	0.19688350955812794	0.0027958438480068883
K00177	0.2837481000028599	0.12090537409322169	-1.6577791250451859	0.24254606408265	0.04881000295963772	0.21542118511036867	0.2598894268162938	0.008400411675384828	-3.0669074440362247	0.5481604036859249	0.10640078359271524	0.024959312097867954
K00179	0.4618589389083524	0.026064255497256508	2.5078702236847996	-0.141131232059859	-0.045320974159125615	0.07887626642300505	0.5018542318464524	0.31099965072689123	1.0532206332727045	-0.1115585166815205	-0.03959244296717346	0.4266514874691916
K00180	0.4543333355239324	0.015217506204650677	2.7696870058987084	-0.1816484942124199	-0.05706534855036688	0.0524935553692895	0.4939764112558863	0.18243397420497365	1.4032090297342215	-0.11911854746389383	-0.041613646079849576	0.2775085960043057
K00184	0.0023955101596137215	0.12185564713153754	1.6788066100327914	-2.3604097464206983	-0.0033461251911035728	0.2159173591398228	0.0019999424080977867	0.13134930526697985	1.6551366334890796	-1.838320764636073	-0.0018885247109121828	0.2115434473352992
K00185	0.0023955101596137215	0.12185564713153754	1.6788066100327914	-2.3604097464206983	-0.0033461251911035728	0.2159173591398228	0.0019999424080977867	0.13134930526697985	1.6551366334890796	-1.838320764636073	-0.0018885247109121828	0.2115434473352992
K00194	0.065134083353895	0.06554190125894947	-2.021506194531155	0.400460327245161	0.018525377594370132	0.13621429154752168	0.05540781188259977	0.6087020462751223	0.523779471256749	-0.10320199629538429	-0.00400271727679373	0.6895288452629726
K00196	0.019986188263208863	0.004941236876569963	-3.526434679619222	1.4691224603699782	0.023289464658494765	0.023664481185570158	0.022678970847148153	0.0006376746316156625	-4.735063691117994	1.3118290030956237	0.020529336387931224	0.0028673634350263257
K00197	0.065134083353895	0.06554190125894947	-2.021506194531155	0.400460327245161	0.018525377594370132	0.13621429154752168	0.05540781188259977	0.6087020462751223	0.523779471256749	-0.10320199629538429	-0.00400271727679373	0.6895288452629726
K00198	0.10047708334029998	0.4196093041547332	-0.8334640311315664	-0.008305938793018441	-0.0005768614419842388	0.5206177633457725	0.07102413957942247	0.17338767892540816	1.443275699294232	-0.1897024422774245	-0.009203315842020068	0.26637334557417425
K00208	0.1729631558675247	0.6353640977414907	0.485527215815499	-0.060656044618785376	-0.0071212378317442315	0.7127720043864091	0.17940956783813167	0.8147025816604065	-0.23905297649629956	-0.05102304412190595	-0.006376051475105116	0.8608225258486486
K00209	0.0954559210069078	0.08450824459298216	1.896063036473503	-0.24162001002465328	-0.01632787907125506	0.16486269411274995	0.07504876026062013	0.06540908797020999	2.1461903155791635	-0.5552025650423609	-0.03334549618280104	0.12162497617724022
K00215	0.9181574559845911	0.7313967247055508	-0.3506852388759181	0.006519323515344261	0.0041396561869000426	0.7958313147771856	0.952836397465439	0.9809688785981954	-0.024381531429236568	-0.008616919729593664	-0.005674133070313392	0.987834802507894
K00219	0.12596905723254748	9.402572818275637e-07	8.280626157023418	-2.593974685731477	-0.16553499778894193	4.5093172140980246e-05	0.0964651495630082	1.527612478063224e-05	8.258617390383982	-2.570014980806586	-0.19986005907551127	0.00020190082594293143
K00220	0.0011627641478858092	0.340874830249686	-0.9922651626990527	1.5393311510268326	0.0015395228625112141	0.4526374488885417	0.0003552133370352227	0.41890154444214756	-0.8392546273582883	1.0533640060652054	0.0002615514556108208	0.5120237284809683
K00230	0.21628187296939777	2.529293009599454e-05	6.156538648633782	-0.8364386556171948	-0.12202612769145821	0.00044559432459933244	0.25575253962024236	0.0009772450967997523	4.316907200907274	-0.923407274803292	-0.15854433242979854	0.0040951787854970195
K00231	0.0	0.45216782317059456	-0.7929326843564988	0.0	0.0	0.5455400046848577	0.0	0.6440767983304636	0.47546484122281707	0.0	0.0	0.7148817694101867
K00239	0.1688917959838557	0.869630842893645	0.16716697919129092	-0.07832516815948765	-0.009109716565967818	0.9025654645361455	0.1460112540440191	0.20413417322029173	-1.3469577218487474	0.3491957749906023	0.034283758239280204	0.3036946575310932
K00240	0.176963320878832	0.9488839310966735	0.06527777339622592	-0.05049379954363076	-0.006180153717499914	0.9609983981107189	0.1551839626245915	0.11561579105554473	-1.6967425081565655	0.4021479110193429	0.0420168296895887	0.1908323740510497
K00241	0.1747982881990934	0.924014138077776	-0.09711963434598808	-0.03300520296591758	-0.00401512103776136	0.9437401095870362	0.1551839626245915	0.10159164935447795	-1.7724456452006658	0.419417544831008	0.04357204108603957	0.17153836930122854
K00243	0.6443606228670165	0.5365557134834457	0.641710835338545	-0.003214009235667059	-0.0014338968388682982	0.6252875054533709	0.616932347816832	0.005189892795140933	3.575150039061766	-0.1984273958724656	-0.08190434761334764	0.016501565213279598
K00244	0.19956683083622329	0.005055307130103419	3.6421663046626236	-2.0201861661975653	-0.1792703488189034	0.02401097045426012	0.1446666373538006	1.1521053158528422e-05	7.872686680180988	-2.024353475891301	-0.19985503149964878	0.0001744833182298186
K00246	0.0	0.04918397955567714	2.3758128612240923	-7.468532167635132	-0.0017711372049126074	0.10956921381016332	0.0	0.04311646025085576	2.4654983621299063	-5.908488954935338	-0.0006006651073241363	0.08590948485066645
K00248	0.34271807488312966	0.0006458127538196454	-4.372324527900405	0.34137889305509317	0.08204932485936633	0.005425995576480044	0.36991161391032745	1.546354285658403e-05	-6.546483312080352	0.5169767675718324	0.12855184893643934	0.00020297067872641854
K00254	0.04331208502390015	0.3948160501463459	-0.8879957386569352	-0.15427065737119872	-0.004533155437575695	0.4970105071656334	0.0411729438504838	0.036036702937425724	-2.327690994853822	0.5471620843155538	0.016642775638990887	0.08211418015981334
K00259	0.19278158191485062	1.006109855459795e-06	10.356510955906776	-1.287069067069257	-0.169028049560615	4.6947261228414486e-05	0.18817421028412146	3.042056321830699e-06	8.721790442060204	-1.1352314785314652	-0.1626873665629585	7.957742787334397e-05
K00262	0.69485710920105	0.006911836183844763	-3.1638461366239343	0.21775573869831655	0.11077644885358251	0.0295013230442719	0.7424801083551484	0.0005819642747491624	-5.238886821087937	0.290430014254292	0.14036947867479732	0.0026901240170131963
K00265	0.43955465959184403	0.0007480163157334094	-4.4003287697689215	0.21182241356635423	0.06303393304287452	0.006034813874363229	0.4584168194492926	0.0006729895172622638	-4.835395733415703	0.2942150016412779	0.08665547952757907	0.0030062520091935275
K00266	0.8333203840440162	0.1308851162543551	1.6292940204388633	-0.062227059359935055	-0.03578892699255831	0.22825571031630712	0.8198417111570289	0.017348473109430787	2.7475282411335944	-0.10055952154130673	-0.05727699097136274	0.04549258593712388
K00275	0.018747127699037323	0.03628043106996384	-2.454325216391505	1.3456153385441114	0.02587284135317825	0.10038717299783965	0.03061240417293687	0.005998471510376528	-3.544160304184904	1.3442493107559752	0.02992618559763986	0.018727596858345526
K00278	0.17421569106317314	0.014522837339835977	2.8579946830025036	-0.3349273367162553	-0.043575593724116735	0.05060278237583615	0.15858287395242687	0.5297372227003634	0.6506375436019635	-0.009809108597396143	-0.0010819035414341427	0.6193750275113138
K00281	0.06722368937531864	0.07319822542831476	-1.9856537311351845	0.3921053096789149	0.018238117489134315	0.14712076391383636	0.06535725399920328	0.0012069574090028804	-4.0462093035811435	0.6723924047831686	0.03142312028481288	0.004920453286053065
K00282	0.11919380270053982	0.08827302857228661	1.8461978087314823	-0.5006234367961273	-0.03715219164947499	0.1701366846877904	0.10158760516880253	0.9302769695941544	-0.08910512132374014	-0.0029862077076749927	-0.00021049207147250115	0.9484045987625082
K00283	0.1161086328483931	0.05970979970772088	2.0641861369910175	-0.5183367743433762	-0.03770594747500709	0.12656718133257225	0.10032087259029526	0.9961527274954181	0.004910209790210635	-0.019074180662151274	-0.0013351706197293617	0.9964413001279485
K00285	0.0	0.04918397955567714	2.3758128612240923	-7.468532167635132	-0.0017711372049126074	0.10956921381016332	0.0	0.04311646025085576	2.4654983621299063	-5.908488954935338	-0.0006006651073241363	0.08590948485066645
K00286	0.7505250950852324	0.26982976403120473	-1.1807218114511233	0.05242890917442822	0.02731847950629751	0.3841000379651626	0.778390695268999	0.029993034473256852	-2.5343541066807704	0.1143876334641516	0.06211588769694654	0.07064525786913774
K00287	0.7428013505656039	0.014391722276397	-2.8387511558869805	0.11281232978734856	0.05726750679444137	0.05029819536477615	0.7206201080581127	0.0059329943934827	-3.239766709279302	0.10779688633338441	0.05457911828379547	0.018573553618037864
K00290	0.03710890052579148	0.0399517676739164	-2.3686093807279813	0.5721164929600278	0.015777983788551594	0.10771352071919443	0.04092635141182319	0.006119345709197104	-3.44977529452817	0.7443435475151814	0.022256542658627525	0.0190361267872591
K00294	0.0	0.45216782317059456	-0.7929326843564988	0.0	0.0	0.5455400046848577	0.0	0.6440767983304636	0.47546484122281707	0.0	0.0	0.7148817694101867
K00297	0.7388064308593159	0.024232714683115525	2.668884468051194	-0.12091040835605399	-0.06069426683146939	0.07572449212741893	0.738627587841048	0.0003574989492771309	5.750482035256646	-0.23718101780451972	-0.11475859596179139	0.001796861531082872
K00303	0.010225320192169514	0.7771934508371021	0.28856335213871226	0.1895343391251565	0.001354864570868742	0.8316234848901499	0.007495124523963949	0.24045910095235323	1.2403807105706885	-0.1820868364791277	-0.0009419071376480992	0.34697253472146916
K00313	0.01947909090451078	0.006849134674689442	3.1740521405084885	-0.9617096283377391	-0.010149410537339417	0.029269878752107233	0.020766778410757313	0.2723833360673146	1.1766608962624459	-0.8299747509946043	-0.00978627360398995	0.38124834188911116
K00318	0.0	0.45216782317059456	-0.7929326843564988	0.0	0.0	0.5455400046848577	0.0	0.6440767983304636	0.47546484122281707	0.0	0.0	0.7148817694101867
K00324	0.0011627641478858092	0.340874830249686	-0.9922651626990527	1.5393311510268326	0.0015395228625112141	0.4526374488885417	0.0003552133370352227	0.41890154444214756	-0.8392546273582883	1.0533640060652054	0.0002615514556108208	0.5120237284809683
K00325	0.0011627641478858092	0.340874830249686	-0.9922651626990527	1.5393311510268326	0.0015395228625112141	0.4526374488885417	0.0003552133370352227	0.41890154444214756	-0.8392546273582883	1.0533640060652054	0.0002615514556108208	0.5120237284809683
K00330	0.11675650149502237	0.1681448006337958	1.453864625849146	-0.32697145695575447	-0.02723996927080284	0.2758213760515425	0.0977845155154706	0.7677214868801381	-0.3011619133593116	0.1530476277606403	0.010674897033423086	0.8202172939966327
K00331	0.12177913343177892	0.13606099626625967	1.5816107797940753	-0.32586262187073833	-0.02795261399061011	0.23502682346543002	0.10613848909217975	0.702593238169759	-0.38976625649810426	0.11317328346274014	0.00838276834269125	0.7638710489295271
